,Año,Modelo,Precio,Kms,Transmision,t_combustible,Rendimiento,Href
380,2019,Impreza,18290000,21000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-subaru-impreza-2-0i-cvt-auto-xs-4wd/CP-AD-7971868/?Cr=1
381,2007,Expedition,15990000,123500,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2007-ford-expedition-eddie-bauer-4x4/CP-AD-7959969/?Cr=2
382,2022,Corolla,27460800,,Automática,Híbrido,,https://www.chileautos.cl/vehiculos/detalles/2022-toyota-corolla-sd-cvt-hibrido-1-8/CP-AD-7916503/?Cr=3
383,2019,Durango,29900000,49000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-dodge-durango-3-6-limited-4wd/CP-AD-7906360/?Cr=4
384,2018,118,21890000,20000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2018-bmw-118-1-5-118i-a-millennial-5p/CP-AD-7988840/?Cr=5
385,2019,Tiggo,13980000,37000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-chery-tiggo-7-1-5-glx/CP-AD-7925777/?Cr=6
386,2018,V40,21590000,70500,Manual,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2018-volvo-v40-2-0-d2-r-design/CP-AD-7953409/?Cr=7
387,2018,Boxer,22990000,68951,Manual,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2018-peugeot-boxer-l2h2/CP-AD-7927966/?Cr=8
388,2016,Grand,14890000,119907,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2016-suzuki-grand-nomade-2-4-auto-glx-ltd-nav-4wd/CP-AD-7971941/?Cr=9
389,2019,E-Pace,37900000,47000,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2019-jaguar-e-pace-2-0-d180-auto-4wd/CP-AD-1260490/?Cr=10
390,2014,Traverse,14790000,165000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2014-chevrolet-traverse-3-6-lt-auto-4wd/CP-AD-7973022/?Cr=11
391,2014,Sportage,14490000,141000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2014-kia-sportage-2-0-lx-ac-dab/CP-AD-7948756/?Cr=0&gts=CP-AD-7948756&gtsSaleId=CP-AD-7948756&gtsViewType=topspot&rankingType=topspot
392,2020,Xc60,46900000,28000,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2020-volvo-xc60-2-0-d5-momentum-plus-auto-4wd/CL-AD-12719230/?Cr=0&gts=CL-AD-12719230&gtsSaleId=CL-AD-12719230&gtsViewType=showcase&rankingType=showcase
393,2008,Corolla,3000000,178000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2008-toyota-corolla-1-6-xli/CL-AD-12684632/?Cr=0&gts=CL-AD-12684632&gtsSaleId=CL-AD-12684632&gtsViewType=showcase&rankingType=showcase
394,2020,Uno,9600000,15000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2020-fiat-uno-1-4-manual-sporting/CL-AD-12470345/?Cr=0&gts=CL-AD-12470345&gtsSaleId=CL-AD-12470345&gtsViewType=showcase&rankingType=showcase
395,2019,Np300,27000000,40000,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2019-nissan-np300-2-3-dsl-auto-le-4wd/CL-AD-11951511/?Cr=0&gts=CL-AD-11951511&gtsSaleId=CL-AD-11951511&gtsViewType=showcase&rankingType=showcase
396,2015,Outback,18690000,110000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2015-subaru-outback-2-5i-cvt-limited-se-4wd/CP-AD-7979836/?Cr=0
397,2019,Impreza,18290000,21000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-subaru-impreza-2-0i-cvt-auto-xs-4wd/CP-AD-7971868/?Cr=1
398,2007,Expedition,15990000,123500,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2007-ford-expedition-eddie-bauer-4x4/CP-AD-7959969/?Cr=2
399,2022,Corolla,27460800,,Automática,Híbrido,,https://www.chileautos.cl/vehiculos/detalles/2022-toyota-corolla-sd-cvt-hibrido-1-8/CP-AD-7916503/?Cr=3
400,2019,Durango,29900000,49000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-dodge-durango-3-6-limited-4wd/CP-AD-7906360/?Cr=4
401,2018,118,21890000,20000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2018-bmw-118-1-5-118i-a-millennial-5p/CP-AD-7988840/?Cr=5
402,2019,Tiggo,13980000,37000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-chery-tiggo-7-1-5-glx/CP-AD-7925777/?Cr=6
403,2018,V40,21590000,70500,Manual,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2018-volvo-v40-2-0-d2-r-design/CP-AD-7953409/?Cr=7
404,2018,Boxer,22990000,68951,Manual,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2018-peugeot-boxer-l2h2/CP-AD-7927966/?Cr=8
405,2016,Grand,14890000,119907,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2016-suzuki-grand-nomade-2-4-auto-glx-ltd-nav-4wd/CP-AD-7971941/?Cr=9
406,2019,E-Pace,37900000,47000,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2019-jaguar-e-pace-2-0-d180-auto-4wd/CP-AD-1260490/?Cr=10
407,2014,Traverse,14790000,165000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2014-chevrolet-traverse-3-6-lt-auto-4wd/CP-AD-7973022/?Cr=11
408,2014,Sportage,14490000,141000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2014-kia-sportage-2-0-lx-ac-dab/CP-AD-7948756/?Cr=0&gts=CP-AD-7948756&gtsSaleId=CP-AD-7948756&gtsViewType=topspot&rankingType=topspot
409,2020,Xc60,46900000,28000,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2020-volvo-xc60-2-0-d5-momentum-plus-auto-4wd/CL-AD-12719230/?Cr=0&gts=CL-AD-12719230&gtsSaleId=CL-AD-12719230&gtsViewType=showcase&rankingType=showcase
410,2008,Corolla,3000000,178000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2008-toyota-corolla-1-6-xli/CL-AD-12684632/?Cr=0&gts=CL-AD-12684632&gtsSaleId=CL-AD-12684632&gtsViewType=showcase&rankingType=showcase
411,2020,Uno,9600000,15000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2020-fiat-uno-1-4-manual-sporting/CL-AD-12470345/?Cr=0&gts=CL-AD-12470345&gtsSaleId=CL-AD-12470345&gtsViewType=showcase&rankingType=showcase
412,2019,Np300,27000000,40000,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2019-nissan-np300-2-3-dsl-auto-le-4wd/CL-AD-11951511/?Cr=0&gts=CL-AD-11951511&gtsSaleId=CL-AD-11951511&gtsViewType=showcase&rankingType=showcase
413,2015,Outback,18690000,110000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2015-subaru-outback-2-5i-cvt-limited-se-4wd/CP-AD-7979836/?Cr=0
414,2019,Impreza,18290000,21000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-subaru-impreza-2-0i-cvt-auto-xs-4wd/CP-AD-7971868/?Cr=1
415,2007,Expedition,15990000,123500,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2007-ford-expedition-eddie-bauer-4x4/CP-AD-7959969/?Cr=2
416,2022,Corolla,27460800,,Automática,Híbrido,,https://www.chileautos.cl/vehiculos/detalles/2022-toyota-corolla-sd-cvt-hibrido-1-8/CP-AD-7916503/?Cr=3
417,2019,Durango,29900000,49000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-dodge-durango-3-6-limited-4wd/CP-AD-7906360/?Cr=4
418,2018,118,21890000,20000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2018-bmw-118-1-5-118i-a-millennial-5p/CP-AD-7988840/?Cr=5
419,2019,Tiggo,13980000,37000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-chery-tiggo-7-1-5-glx/CP-AD-7925777/?Cr=6
420,2018,V40,21590000,70500,Manual,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2018-volvo-v40-2-0-d2-r-design/CP-AD-7953409/?Cr=7
421,2018,Boxer,22990000,68951,Manual,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2018-peugeot-boxer-l2h2/CP-AD-7927966/?Cr=8
422,2016,Grand,14890000,119907,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2016-suzuki-grand-nomade-2-4-auto-glx-ltd-nav-4wd/CP-AD-7971941/?Cr=9
423,2019,E-Pace,37900000,47000,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2019-jaguar-e-pace-2-0-d180-auto-4wd/CP-AD-1260490/?Cr=10
424,2014,Traverse,14790000,165000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2014-chevrolet-traverse-3-6-lt-auto-4wd/CP-AD-7973022/?Cr=11
425,2014,Sportage,14490000,141000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2014-kia-sportage-2-0-lx-ac-dab/CP-AD-7948756/?Cr=0&gts=CP-AD-7948756&gtsSaleId=CP-AD-7948756&gtsViewType=topspot&rankingType=topspot
426,2020,Xc60,46900000,28000,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2020-volvo-xc60-2-0-d5-momentum-plus-auto-4wd/CL-AD-12719230/?Cr=0&gts=CL-AD-12719230&gtsSaleId=CL-AD-12719230&gtsViewType=showcase&rankingType=showcase
427,2008,Corolla,3000000,178000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2008-toyota-corolla-1-6-xli/CL-AD-12684632/?Cr=0&gts=CL-AD-12684632&gtsSaleId=CL-AD-12684632&gtsViewType=showcase&rankingType=showcase
428,2020,Uno,9600000,15000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2020-fiat-uno-1-4-manual-sporting/CL-AD-12470345/?Cr=0&gts=CL-AD-12470345&gtsSaleId=CL-AD-12470345&gtsViewType=showcase&rankingType=showcase
429,2019,Np300,27000000,40000,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2019-nissan-np300-2-3-dsl-auto-le-4wd/CL-AD-11951511/?Cr=0&gts=CL-AD-11951511&gtsSaleId=CL-AD-11951511&gtsViewType=showcase&rankingType=showcase
430,2015,Outback,18690000,110000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2015-subaru-outback-2-5i-cvt-limited-se-4wd/CP-AD-7979836/?Cr=0
431,2019,Impreza,18290000,21000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-subaru-impreza-2-0i-cvt-auto-xs-4wd/CP-AD-7971868/?Cr=1
432,2007,Expedition,15990000,123500,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2007-ford-expedition-eddie-bauer-4x4/CP-AD-7959969/?Cr=2
433,2022,Corolla,27460800,,Automática,Híbrido,,https://www.chileautos.cl/vehiculos/detalles/2022-toyota-corolla-sd-cvt-hibrido-1-8/CP-AD-7916503/?Cr=3
434,2019,Durango,29900000,49000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-dodge-durango-3-6-limited-4wd/CP-AD-7906360/?Cr=4
435,2018,118,21890000,20000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2018-bmw-118-1-5-118i-a-millennial-5p/CP-AD-7988840/?Cr=5
436,2019,Tiggo,13980000,37000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-chery-tiggo-7-1-5-glx/CP-AD-7925777/?Cr=6
437,2018,V40,21590000,70500,Manual,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2018-volvo-v40-2-0-d2-r-design/CP-AD-7953409/?Cr=7
438,2018,Boxer,22990000,68951,Manual,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2018-peugeot-boxer-l2h2/CP-AD-7927966/?Cr=8
439,2016,Grand,14890000,119907,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2016-suzuki-grand-nomade-2-4-auto-glx-ltd-nav-4wd/CP-AD-7971941/?Cr=9
440,2019,E-Pace,37900000,47000,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2019-jaguar-e-pace-2-0-d180-auto-4wd/CP-AD-1260490/?Cr=10
441,2014,Traverse,14790000,165000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2014-chevrolet-traverse-3-6-lt-auto-4wd/CP-AD-7973022/?Cr=11
442,2014,Sportage,14490000,141000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2014-kia-sportage-2-0-lx-ac-dab/CP-AD-7948756/?Cr=0&gts=CP-AD-7948756&gtsSaleId=CP-AD-7948756&gtsViewType=topspot&rankingType=topspot
443,2020,Xc60,46900000,28000,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2020-volvo-xc60-2-0-d5-momentum-plus-auto-4wd/CL-AD-12719230/?Cr=0&gts=CL-AD-12719230&gtsSaleId=CL-AD-12719230&gtsViewType=showcase&rankingType=showcase
444,2008,Corolla,3000000,178000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2008-toyota-corolla-1-6-xli/CL-AD-12684632/?Cr=0&gts=CL-AD-12684632&gtsSaleId=CL-AD-12684632&gtsViewType=showcase&rankingType=showcase
445,2020,Uno,9600000,15000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2020-fiat-uno-1-4-manual-sporting/CL-AD-12470345/?Cr=0&gts=CL-AD-12470345&gtsSaleId=CL-AD-12470345&gtsViewType=showcase&rankingType=showcase
446,2019,Np300,27000000,40000,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2019-nissan-np300-2-3-dsl-auto-le-4wd/CL-AD-11951511/?Cr=0&gts=CL-AD-11951511&gtsSaleId=CL-AD-11951511&gtsViewType=showcase&rankingType=showcase
447,2015,Outback,18690000,110000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2015-subaru-outback-2-5i-cvt-limited-se-4wd/CP-AD-7979836/?Cr=0
448,2019,Impreza,18290000,21000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-subaru-impreza-2-0i-cvt-auto-xs-4wd/CP-AD-7971868/?Cr=1
449,2007,Expedition,15990000,123500,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2007-ford-expedition-eddie-bauer-4x4/CP-AD-7959969/?Cr=2
450,2022,Corolla,27460800,,Automática,Híbrido,,https://www.chileautos.cl/vehiculos/detalles/2022-toyota-corolla-sd-cvt-hibrido-1-8/CP-AD-7916503/?Cr=3
451,2019,Durango,29900000,49000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-dodge-durango-3-6-limited-4wd/CP-AD-7906360/?Cr=4
452,2018,118,21890000,20000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2018-bmw-118-1-5-118i-a-millennial-5p/CP-AD-7988840/?Cr=5
453,2019,Tiggo,13980000,37000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-chery-tiggo-7-1-5-glx/CP-AD-7925777/?Cr=6
454,2018,V40,21590000,70500,Manual,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2018-volvo-v40-2-0-d2-r-design/CP-AD-7953409/?Cr=7
455,2018,Boxer,22990000,68951,Manual,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2018-peugeot-boxer-l2h2/CP-AD-7927966/?Cr=8
456,2016,Grand,14890000,119907,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2016-suzuki-grand-nomade-2-4-auto-glx-ltd-nav-4wd/CP-AD-7971941/?Cr=9
457,2019,E-Pace,37900000,47000,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2019-jaguar-e-pace-2-0-d180-auto-4wd/CP-AD-1260490/?Cr=10
458,2014,Traverse,14790000,165000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2014-chevrolet-traverse-3-6-lt-auto-4wd/CP-AD-7973022/?Cr=11
459,2014,Sportage,14490000,141000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2014-kia-sportage-2-0-lx-ac-dab/CP-AD-7948756/?Cr=0&gts=CP-AD-7948756&gtsSaleId=CP-AD-7948756&gtsViewType=topspot&rankingType=topspot
460,2020,Xc60,46900000,28000,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2020-volvo-xc60-2-0-d5-momentum-plus-auto-4wd/CL-AD-12719230/?Cr=0&gts=CL-AD-12719230&gtsSaleId=CL-AD-12719230&gtsViewType=showcase&rankingType=showcase
461,2008,Corolla,3000000,178000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2008-toyota-corolla-1-6-xli/CL-AD-12684632/?Cr=0&gts=CL-AD-12684632&gtsSaleId=CL-AD-12684632&gtsViewType=showcase&rankingType=showcase
462,2020,Uno,9600000,15000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2020-fiat-uno-1-4-manual-sporting/CL-AD-12470345/?Cr=0&gts=CL-AD-12470345&gtsSaleId=CL-AD-12470345&gtsViewType=showcase&rankingType=showcase
463,2019,Np300,27000000,40000,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2019-nissan-np300-2-3-dsl-auto-le-4wd/CL-AD-11951511/?Cr=0&gts=CL-AD-11951511&gtsSaleId=CL-AD-11951511&gtsViewType=showcase&rankingType=showcase
464,2015,Outback,18690000,110000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2015-subaru-outback-2-5i-cvt-limited-se-4wd/CP-AD-7979836/?Cr=0
465,2019,Impreza,18290000,21000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-subaru-impreza-2-0i-cvt-auto-xs-4wd/CP-AD-7971868/?Cr=1
466,2007,Expedition,15990000,123500,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2007-ford-expedition-eddie-bauer-4x4/CP-AD-7959969/?Cr=2
467,2022,Corolla,27460800,,Automática,Híbrido,,https://www.chileautos.cl/vehiculos/detalles/2022-toyota-corolla-sd-cvt-hibrido-1-8/CP-AD-7916503/?Cr=3
468,2019,Durango,29900000,49000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-dodge-durango-3-6-limited-4wd/CP-AD-7906360/?Cr=4
469,2018,118,21890000,20000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2018-bmw-118-1-5-118i-a-millennial-5p/CP-AD-7988840/?Cr=5
470,2019,Tiggo,13980000,37000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-chery-tiggo-7-1-5-glx/CP-AD-7925777/?Cr=6
471,2018,V40,21590000,70500,Manual,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2018-volvo-v40-2-0-d2-r-design/CP-AD-7953409/?Cr=7
472,2018,Boxer,22990000,68951,Manual,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2018-peugeot-boxer-l2h2/CP-AD-7927966/?Cr=8
473,2016,Grand,14890000,119907,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2016-suzuki-grand-nomade-2-4-auto-glx-ltd-nav-4wd/CP-AD-7971941/?Cr=9
474,2019,E-Pace,37900000,47000,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2019-jaguar-e-pace-2-0-d180-auto-4wd/CP-AD-1260490/?Cr=10
475,2014,Traverse,14790000,165000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2014-chevrolet-traverse-3-6-lt-auto-4wd/CP-AD-7973022/?Cr=11
476,2014,Sportage,14490000,141000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2014-kia-sportage-2-0-lx-ac-dab/CP-AD-7948756/?Cr=0&gts=CP-AD-7948756&gtsSaleId=CP-AD-7948756&gtsViewType=topspot&rankingType=topspot
477,2020,Xc60,46900000,28000,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2020-volvo-xc60-2-0-d5-momentum-plus-auto-4wd/CL-AD-12719230/?Cr=0&gts=CL-AD-12719230&gtsSaleId=CL-AD-12719230&gtsViewType=showcase&rankingType=showcase
478,2008,Corolla,3000000,178000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2008-toyota-corolla-1-6-xli/CL-AD-12684632/?Cr=0&gts=CL-AD-12684632&gtsSaleId=CL-AD-12684632&gtsViewType=showcase&rankingType=showcase
479,2020,Uno,9600000,15000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2020-fiat-uno-1-4-manual-sporting/CL-AD-12470345/?Cr=0&gts=CL-AD-12470345&gtsSaleId=CL-AD-12470345&gtsViewType=showcase&rankingType=showcase
480,2019,Np300,27000000,40000,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2019-nissan-np300-2-3-dsl-auto-le-4wd/CL-AD-11951511/?Cr=0&gts=CL-AD-11951511&gtsSaleId=CL-AD-11951511&gtsViewType=showcase&rankingType=showcase
481,2015,Outback,18690000,110000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2015-subaru-outback-2-5i-cvt-limited-se-4wd/CP-AD-7979836/?Cr=0
482,2019,Impreza,18290000,21000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-subaru-impreza-2-0i-cvt-auto-xs-4wd/CP-AD-7971868/?Cr=1
483,2007,Expedition,15990000,123500,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2007-ford-expedition-eddie-bauer-4x4/CP-AD-7959969/?Cr=2
484,2022,Corolla,27460800,,Automática,Híbrido,,https://www.chileautos.cl/vehiculos/detalles/2022-toyota-corolla-sd-cvt-hibrido-1-8/CP-AD-7916503/?Cr=3
485,2019,Durango,29900000,49000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-dodge-durango-3-6-limited-4wd/CP-AD-7906360/?Cr=4
486,2018,118,21890000,20000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2018-bmw-118-1-5-118i-a-millennial-5p/CP-AD-7988840/?Cr=5
487,2019,Tiggo,13980000,37000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-chery-tiggo-7-1-5-glx/CP-AD-7925777/?Cr=6
488,2018,V40,21590000,70500,Manual,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2018-volvo-v40-2-0-d2-r-design/CP-AD-7953409/?Cr=7
489,2018,Boxer,22990000,68951,Manual,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2018-peugeot-boxer-l2h2/CP-AD-7927966/?Cr=8
490,2016,Grand,14890000,119907,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2016-suzuki-grand-nomade-2-4-auto-glx-ltd-nav-4wd/CP-AD-7971941/?Cr=9
491,2019,E-Pace,37900000,47000,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2019-jaguar-e-pace-2-0-d180-auto-4wd/CP-AD-1260490/?Cr=10
492,2014,Traverse,14790000,165000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2014-chevrolet-traverse-3-6-lt-auto-4wd/CP-AD-7973022/?Cr=11
493,2014,Sportage,14490000,141000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2014-kia-sportage-2-0-lx-ac-dab/CP-AD-7948756/?Cr=0&gts=CP-AD-7948756&gtsSaleId=CP-AD-7948756&gtsViewType=topspot&rankingType=topspot
494,2020,Xc60,46900000,28000,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2020-volvo-xc60-2-0-d5-momentum-plus-auto-4wd/CL-AD-12719230/?Cr=0&gts=CL-AD-12719230&gtsSaleId=CL-AD-12719230&gtsViewType=showcase&rankingType=showcase
495,2008,Corolla,3000000,178000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2008-toyota-corolla-1-6-xli/CL-AD-12684632/?Cr=0&gts=CL-AD-12684632&gtsSaleId=CL-AD-12684632&gtsViewType=showcase&rankingType=showcase
496,2020,Uno,9600000,15000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2020-fiat-uno-1-4-manual-sporting/CL-AD-12470345/?Cr=0&gts=CL-AD-12470345&gtsSaleId=CL-AD-12470345&gtsViewType=showcase&rankingType=showcase
497,2019,Np300,27000000,40000,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2019-nissan-np300-2-3-dsl-auto-le-4wd/CL-AD-11951511/?Cr=0&gts=CL-AD-11951511&gtsSaleId=CL-AD-11951511&gtsViewType=showcase&rankingType=showcase
498,2015,Outback,18690000,110000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2015-subaru-outback-2-5i-cvt-limited-se-4wd/CP-AD-7979836/?Cr=0
499,2019,Impreza,18290000,21000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-subaru-impreza-2-0i-cvt-auto-xs-4wd/CP-AD-7971868/?Cr=1
500,2007,Expedition,15990000,123500,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2007-ford-expedition-eddie-bauer-4x4/CP-AD-7959969/?Cr=2
501,2022,Corolla,27460800,,Automática,Híbrido,,https://www.chileautos.cl/vehiculos/detalles/2022-toyota-corolla-sd-cvt-hibrido-1-8/CP-AD-7916503/?Cr=3
502,2019,Durango,29900000,49000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-dodge-durango-3-6-limited-4wd/CP-AD-7906360/?Cr=4
503,2018,118,21890000,20000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2018-bmw-118-1-5-118i-a-millennial-5p/CP-AD-7988840/?Cr=5
504,2019,Tiggo,13980000,37000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-chery-tiggo-7-1-5-glx/CP-AD-7925777/?Cr=6
505,2018,V40,21590000,70500,Manual,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2018-volvo-v40-2-0-d2-r-design/CP-AD-7953409/?Cr=7
506,2018,Boxer,22990000,68951,Manual,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2018-peugeot-boxer-l2h2/CP-AD-7927966/?Cr=8
507,2016,Grand,14890000,119907,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2016-suzuki-grand-nomade-2-4-auto-glx-ltd-nav-4wd/CP-AD-7971941/?Cr=9
508,2019,E-Pace,37900000,47000,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2019-jaguar-e-pace-2-0-d180-auto-4wd/CP-AD-1260490/?Cr=10
509,2014,Traverse,14790000,165000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2014-chevrolet-traverse-3-6-lt-auto-4wd/CP-AD-7973022/?Cr=11
510,2014,Sportage,14490000,141000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2014-kia-sportage-2-0-lx-ac-dab/CP-AD-7948756/?Cr=0&gts=CP-AD-7948756&gtsSaleId=CP-AD-7948756&gtsViewType=topspot&rankingType=topspot
511,2020,Xc60,46900000,28000,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2020-volvo-xc60-2-0-d5-momentum-plus-auto-4wd/CL-AD-12719230/?Cr=0&gts=CL-AD-12719230&gtsSaleId=CL-AD-12719230&gtsViewType=showcase&rankingType=showcase
512,2008,Corolla,3000000,178000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2008-toyota-corolla-1-6-xli/CL-AD-12684632/?Cr=0&gts=CL-AD-12684632&gtsSaleId=CL-AD-12684632&gtsViewType=showcase&rankingType=showcase
