,Año,Modelo,Precio,Kms,Transmision,t_combustible,Href
841,2017,Nissan Np300 2.3 Manual DSL LE 4WD,$23.990.000 CLP,200.000 km,Manual,Diesel,https://www.chileautos.cl/vehiculos/detalles/2017-nissan-np300-2-3-manual-dsl-le-4wd/CP-AD-7974418/?Cr=898
842,2011,Toyota 4Runner 4.0 SR5 4X2 Auto,$16.990.000 CLP,140.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2011-toyota-4runner-4-0-sr5-4x2-auto/CP-AD-7973778/?Cr=899
843,2017,Nissan X-Trail 2.5 CVT Auto Sense,$17.000.000 CLP,78.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2017-nissan-x-trail-2-5-cvt-auto-sense/CP-AD-7969103/?Cr=900
844,2017,Ford F-150 3.5 Platinum Auto Ecoboost 4WD,$39.790.000 CLP,66.560 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2017-ford-f-150-3-5-platinum-auto-ecoboost-4wd/CP-AD-7970817/?Cr=901
845,2020,BMW 240I M2,$39.970.000 CLP,12.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2020-bmw-240i-m2/CP-AD-7965267/?Cr=902
846,1993,Mercedes-Benz Sinmodelo 320 CE COUPE,$21.970.000 CLP,193.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/1993-mercedes-benz-sinmodelo-320-ce-coupe/CP-AD-7974146/?Cr=903
847,2019,Ford Explorer 2.3 Limited Ecoboost Auto 4WD,$36.990.000 CLP,27.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2019-ford-explorer-2-3-limited-ecoboost-auto-4wd/CP-AD-7966114/?Cr=904
848,2017,Peugeot Expert EXPERT 2.0 MT 4X2 DSL L2H1 HDI NAV E5. JKZT86,$20.900.000 CLP,54.409 km,Manual,Diesel,https://www.chileautos.cl/vehiculos/detalles/2017-peugeot-expert-expert-2-0-mt-4x2-dsl-l2h1-hdi-nav-e5-jkzt86/CP-AD-7968784/?Cr=905
849,2021,Peugeot 5008 1.5 BlueHDI 130 HP Auto Active,$28.490.000 CLP,33.173 km,Automática,Diesel,https://www.chileautos.cl/vehiculos/detalles/2021-peugeot-5008-1-5-bluehdi-130-hp-auto-active/CP-AD-7970306/?Cr=906
850,2019,Toyota Yaris 1.5 GLI Auto,$12.890.000 CLP,37.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2019-toyota-yaris-1-5-gli-auto/CP-AD-7973879/?Cr=907
851,2020,Mercedes-Benz A 200 1.4 A 200 DCT AMG Line,$31.990.000 CLP,12.050 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2020-mercedes-benz-a-200-1-4-a-200-dct-amg-line/CP-AD-7977346/?Cr=908
852,2015,Volkswagen Scirocco 2.0 TSI DSG Tempesta,$20.500.000 CLP,94.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2015-volkswagen-scirocco-2-0-tsi-dsg-tempesta/CP-AD-7967776/?Cr=910
853,2021,Seat Arona 1.6 110 Hp Auto Reference,$16.990.000 CLP,33.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2021-seat-arona-1-6-110-hp-auto-reference/CP-AD-7974984/?Cr=911
854,2019,Volvo Xc60 2.0 T8 390 4WD,$51.590.000 CLP,72.100 km,Automática,Eléctrico,https://www.chileautos.cl/vehiculos/detalles/2019-volvo-xc60-2-0-t8-390-4wd/CL-AD-12497710/?Cr=912
855,2022,Chevrolet Groove 1.5 Premier,$16.900.000 CLP,3.300 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2022-chevrolet-groove-1-5-premier/CP-AD-7951967/?Cr=913
856,2019,Ford Explorer Limited,$32.500.000 CLP,68.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2019-ford-explorer-limited/CL-AD-12475847/?Cr=914
857,2013,Audi Q5 3.0 TDI STRONIC QUATTRO,$19.980.000 CLP,185.000 km,Automática,Diesel,https://www.chileautos.cl/vehiculos/detalles/2013-audi-q5-3-0-tdi-stronic-quattro/CP-AD-7971904/?Cr=916
858,1997,Chevrolet Blazer,$27.000.000 CLP,99.601 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/1997-chevrolet-blazer/CL-AD-12053552/?Cr=917
859,2014,Peugeot 208 1.6 THP 200 GTI,$12.290.000 CLP,135.580 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2014-peugeot-208-1-6-thp-200-gti/CP-AD-7969567/?Cr=918
860,2015,Mercedes-Benz C 250,$28.500.000 CLP,40.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2015-mercedes-benz-c-250/CL-AD-11764540/?Cr=919
861,2017,Audi Q3 2.0 TDI Stronic Auto Quattro,$24.990.000 CLP,79.000 km,Automática,Diesel,https://www.chileautos.cl/vehiculos/detalles/2017-audi-q3-2-0-tdi-stronic-auto-quattro/CL-AD-12230476/?Cr=920
862,2015,Porsche Macan 3.6 V6 Turbo,$42.980.000 CLP,95.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2015-porsche-macan-3-6-v6-turbo/CL-AD-12053633/?Cr=921
863,2017,Toyota Rav4 RAV 4 2.0,$16.490.000 CLP,117.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2017-toyota-rav4-rav-4-2-0/CP-AD-7958836/?Cr=922
864,2015,Toyota Fj Cruiser 4.0 LTD Auto 4WD,$28.900.000 CLP,106.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2015-toyota-fj-cruiser-4-0-ltd-auto-4wd/CL-AD-11811997/?Cr=923
865,2017,Hyundai Grand Santa Fe,$24.990.000 CLP,18.500 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2017-hyundai-grand-santa-fe/CL-AD-11837373/?Cr=924
866,2022,Suzuki Baleno 1.4 GLX Auto,$16.480.000 CLP,55 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2022-suzuki-baleno-1-4-glx-auto/CL-AD-12735012/?Cr=925
867,2017,Kia Rio 5 1.4 EX Manual ABS,$11.150.000 CLP,51.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2017-kia-rio-5-1-4-ex-manual-abs/CL-AD-12408398/?Cr=926
868,2013,Chevrolet Sonic 1.6 LT,$6.850.000 CLP,114.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2013-chevrolet-sonic-1-6-lt/CP-AD-7901334/?Cr=927
869,2020,Chevrolet Silverado 5.3 Auto LTZ DC 4WD,$45.000.000 CLP,23.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2020-chevrolet-silverado-5-3-auto-ltz-dc-4wd/CP-AD-7937506/?Cr=928
870,2016,Audi Q3 2.0 TFSI Stronic Auto Sport Quattro,$23.990.000 CLP,58.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2016-audi-q3-2-0-tfsi-stronic-auto-sport-quattro/CP-AD-7967937/?Cr=929
871,2020,Volkswagen Amarok 4X4,$33.990.000 CLP,56.200 km,Automática,Diesel,https://www.chileautos.cl/vehiculos/detalles/2020-volkswagen-amarok-4x4/CP-AD-7970570/?Cr=931
872,2014,Porsche Boxster PDK,$33.990.000 CLP,83.900 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2014-porsche-boxster-pdk/CP-AD-1246036/?Cr=932
873,2013,Fiat Fiorino 1.3 Furgon,$5.990.000 CLP,100.900 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2013-fiat-fiorino-1-3-furgon/CP-AD-1154519/?Cr=933
874,2010,Citroën Jumper JUMPER X250,$10.990.000 CLP,238.000 km,Manual,Diesel,https://www.chileautos.cl/vehiculos/detalles/2010-citron-jumper-jumper-x250/CP-AD-7894861/?Cr=934
875,2014,Ford Mustang 5.0 BOSS 302 50 mil Kls,$29.990.000 CLP,50.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2014-ford-mustang-5-0-boss-302-50-mil-kls/CL-AD-12408325/?Cr=935
876,2016,Mitsubishi L200 2.4 TD Katana CD CR,$16.990.000 CLP,114.000 km,Manual,Diesel,https://www.chileautos.cl/vehiculos/detalles/2016-mitsubishi-l200-2-4-td-katana-cd-cr/CL-AD-12701668/?Cr=936
877,2013,Audi A1,$15.490.000 CLP,140.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2013-audi-a1/CL-AD-12591142/?Cr=937
878,2010,Porsche Cayenne 4.8 S Tiptronic,$19.900.000 CLP,141.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2010-porsche-cayenne-4-8-s-tiptronic/CP-AD-7952715/?Cr=938
879,2018,Ford F-150 5.0 Double Cab Lariat Sport 4WD,$38.470.000 CLP,54.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2018-ford-f-150-5-0-double-cab-lariat-sport-4wd/CP-AD-7976933/?Cr=939
880,2017,SsangYong Actyon Sports 2.0D Manual Full NAS612,$15.989.000 CLP,90.000 km,Manual,Diesel,https://www.chileautos.cl/vehiculos/detalles/2017-ssangyong-actyon-sports-2-0d-manual-full-nas612/CL-AD-12425925/?Cr=940
881,2017,Citroën Ds3 1.6 Manual THP 115 Sport Chic PT,$14.050.000 CLP,55.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2017-citron-ds3-1-6-manual-thp-115-sport-chic-pt/CP-AD-7913476/?Cr=941
882,2016,Jeep Grand Cherokee 6.4 Auto SRT8 4WD,$40.900.000 CLP,80.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2016-jeep-grand-cherokee-6-4-auto-srt8-4wd/CP-AD-7977513/?Cr=943
883,2022,Chevrolet Tahoe 5.3 Z71 Auto 4WD,$52.990.000 CLP,Automática,Bencina,"8,9 Kms/Lt.",https://www.chileautos.cl/vehiculos/detalles/2022-chevrolet-tahoe-5-3-z71-auto-4wd/CP-AD-7910172/?Cr=944
884,2020,BMW X5 3.0 XDrive40i A Executive,$64.990.000 CLP,33.300 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2020-bmw-x5-3-0-xdrive40i-a-executive/CP-AD-7937839/?Cr=945
885,2011,Nissan X-Trail,$8.990.000 CLP,139.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2011-nissan-x-trail/CL-AD-12637796/?Cr=946
886,2012,Audi Rs5 4.2 V8 450 HP QUATTRO,$31.980.000 CLP,88.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2012-audi-rs5-4-2-v8-450-hp-quattro/CP-AD-7976074/?Cr=947
887,2022,Renault Symbol 1.6 Manual Intens Tech,$11.890.000 CLP,2.400 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2022-renault-symbol-1-6-manual-intens-tech/CL-AD-12720063/?Cr=948
888,2013,Porsche Cayenne 4.8 GTS Tiptronic,$36.990.000 CLP,84.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2013-porsche-cayenne-4-8-gts-tiptronic/CP-AD-7913995/?Cr=949
889,2022,Ford Escape 2.0 Ecoboost Titanium Auto 4WD,$31.290.000 CLP,Automática,Bencina,"11,2 Kms/Lt.",https://www.chileautos.cl/vehiculos/detalles/2022-ford-escape-2-0-ecoboost-titanium-auto-4wd/CP-AD-7917278/?Cr=950
890,2012,Honda Pilot 3.5 Auto EX-L 4WD,$16.970.000 CLP,136.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2012-honda-pilot-3-5-auto-ex-l-4wd/CP-AD-7953659/?Cr=951
891,2021,Chevrolet Onix 1.0 Turbo LT,$13.390.000 CLP,14.560 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2021-chevrolet-onix-1-0-turbo-lt/CL-AD-12424284/?Cr=952
892,2018,Citroën Ds3 Sport Chic 156 HP,$15.390.000 CLP,36.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2018-citron-ds3-sport-chic-156-hp/CP-AD-7976003/?Cr=953
893,2018,Hyundai Grand Santa Fe 2.2 CRDI GLS Full Auto 4WD,$26.780.000 CLP,73.000 km,Automática,Diesel,https://www.chileautos.cl/vehiculos/detalles/2018-hyundai-grand-santa-fe-2-2-crdi-gls-full-auto-4wd/CP-AD-7952808/?Cr=954
894,2019,Peugeot 301 301 VTI ACTIVE 1.6 MT 4X2 BNC SD E5. KWSW96,$11.900.000 CLP,94.925 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2019-peugeot-301-301-vti-active-1-6-mt-4x2-bnc-sd-e5-kwsw96/CP-AD-7968812/?Cr=955
895,2021,MG Mg3 1.5 STD,$9.800.000 CLP,7.100 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2021-mg-mg3-1-5-std/CP-AD-7976620/?Cr=956
896,2013,BMW 335 M Sport,$23.800.000 CLP,59.500 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2013-bmw-335-m-sport/CP-AD-7976283/?Cr=957
897,2013,Opel Insignia 2.0 EDITION AT6 4P,$12.000.000 CLP,70.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2013-opel-insignia-2-0-edition-at6-4p/CP-AD-7966752/?Cr=958
898,2020,Mazda Cx-5 2.5 GTX Plus Auto 4WD,$36.900.000 CLP,16.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2020-mazda-cx-5-2-5-gtx-plus-auto-4wd/CL-AD-12720183/?Cr=959
899,2020,Nissan Kicks 1.6 CVT Auto Advance,$17.700.000 CLP,32.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2020-nissan-kicks-1-6-cvt-auto-advance/CP-AD-7976297/?Cr=960
900,2013,Porsche Cayenne 3.6 E2 Tiptronic,$25.970.000 CLP,120.700 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2013-porsche-cayenne-3-6-e2-tiptronic/CP-AD-7927905/?Cr=961
901,2019,BMW 118 1.5 118i A Millennial 5P,$21.490.000 CLP,35.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2019-bmw-118-1-5-118i-a-millennial-5p/CP-AD-7942901/?Cr=962
902,2021,BMW X4 X4 XDRIVE 20I 4X4 2.0 AT,$49.970.000 CLP,12.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2021-bmw-x4-x4-xdrive-20i-4x4-2-0-at/CP-AD-7955031/?Cr=963
903,2013,Citroën Berlingo 1.6 HDI VU BVM5 Long,$8.490.000 CLP,263.000 km,Manual,Diesel,https://www.chileautos.cl/vehiculos/detalles/2013-citron-berlingo-1-6-hdi-vu-bvm5-long/CL-AD-12393081/?Cr=964
904,2013,Ford Fiesta 1.6 SE,$6.980.000 CLP,145.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2013-ford-fiesta-1-6-se/CP-AD-7961359/?Cr=965
905,2018,Subaru Impreza 2.0i CVT Auto Limited Sport 4WD,$18.950.000 CLP,57.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2018-subaru-impreza-2-0i-cvt-auto-limited-sport-4wd/CP-AD-7978501/?Cr=966
906,2015,Land Rover Range Rover Sport 3.0 SDV6 HSE Auto 4WD,$50.790.000 CLP,55.000 km,Automática,Diesel,https://www.chileautos.cl/vehiculos/detalles/2015-land-rover-range-rover-sport-3-0-sdv6-hse-auto-4wd/CP-AD-7899044/?Cr=967
907,2019,SsangYong Actyon Sports DIESEL XDI 2.0,$19.690.000 CLP,23.000 km,Manual,Diesel,https://www.chileautos.cl/vehiculos/detalles/2019-ssangyong-actyon-sports-diesel-xdi-2-0/CP-AD-7918712/?Cr=968
908,2019,MERCEDES BENZ C 200 1.5T AUT,$30.900.000 CLP,26.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2019-mercedes-benz-c-200-1-5t-aut/CP-AD-7967492/?Cr=969
909,2016,Mercedes-Benz Gle 450,$54.290.000 CLP,65.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2016-mercedes-benz-gle-450/CL-AD-12437194/?Cr=970
910,2017,Mercedes-Benz A 200 2.1 A 200 CDI DCT Auto,$21.000.000 CLP,78.800 km,Automática,Diesel,https://www.chileautos.cl/vehiculos/detalles/2017-mercedes-benz-a-200-2-1-a-200-cdi-dct-auto/CL-AD-12712972/?Cr=971
911,2011,Hyundai Equus 4.6 VS,$14.000.000 CLP,98.765 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2011-hyundai-equus-4-6-vs/CL-AD-12730195/?Cr=972
912,2012,Land Rover Defender 110,$35.990.000 CLP,164.000 km,Manual,Diesel,https://www.chileautos.cl/vehiculos/detalles/2012-land-rover-defender-110/CP-AD-7970680/?Cr=973
913,2020,Mazda CX-30 V 2.0 2WD 6MT 7G,$19.990.000 CLP,52.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2020-mazda-cx-30-v-2-0-2wd-6mt-7g/CP-AD-7953619/?Cr=974
914,2016,Hyundai Santa Fe 2.4 DM GLS Auto,$18.390.000 CLP,110.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2016-hyundai-santa-fe-2-4-dm-gls-auto/CP-AD-7954872/?Cr=975
915,2012,Peugeot Partner 1.6 HDI L1 90HP Pack,$8.300.000 CLP,127.000 km,Manual,Diesel,https://www.chileautos.cl/vehiculos/detalles/2012-peugeot-partner-1-6-hdi-l1-90hp-pack/CL-AD-12061162/?Cr=976
916,2021,Kia Sportage Techo Panoramico,$24.950.000 CLP,12.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2021-kia-sportage-techo-panoramico/CP-AD-7969782/?Cr=977
917,2018,Ford Ecosport 1.5 Manual Titanium,$15.300.000 CLP,17.300 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2018-ford-ecosport-1-5-manual-titanium/CL-AD-12664909/?Cr=978
918,2018,Mercedes-Benz C 200 KIT AMG,$43.900.000 CLP,13.500 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2018-mercedes-benz-c-200-kit-amg/CP-AD-7951025/?Cr=979
919,2019,Chery Tiggo 4 2.0 GLS,$12.490.000 CLP,76.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2019-chery-tiggo-4-2-0-gls/CP-AD-7915872/?Cr=980
920,2020,Changan Cs35 1.6 Luxury Plus,$12.990.000 CLP,30.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2020-changan-cs35-1-6-luxury-plus/CP-AD-7945382/?Cr=981
921,2018,Hyundai Tucson TL 2.0,$18.500.000 CLP,57.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2018-hyundai-tucson-tl-2-0/CP-AD-7945892/?Cr=982
922,2020,Mazda Bt-50 4x4 DIESEL 2.2 MT 4WD FULL,$25.970.000 CLP,42.000 km,Manual,Diesel,https://www.chileautos.cl/vehiculos/detalles/2020-mazda-bt-50-4x4-diesel-2-2-mt-4wd-full/CP-AD-7963130/?Cr=983
923,2020,Nissan Np300 LE 4x4 Tope de Linea,$30.890.000 CLP,43.600 km,Automática,Diesel,https://www.chileautos.cl/vehiculos/detalles/2020-nissan-np300-le-4x4-tope-de-linea/CP-AD-7953568/?Cr=984
924,2019,Mercedes-Benz A 250 2.0 A 250 DCT AMG Line,$33.000.000 CLP,24.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2019-mercedes-benz-a-250-2-0-a-250-dct-amg-line/CL-AD-12494075/?Cr=985
925,2019,MG Mg3 1.5 Comfort,$9.990.000 CLP,35.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2019-mg-mg3-1-5-comfort/CP-AD-7952255/?Cr=986
926,2015,Suzuki Swift 1.6 VVT Sport,$10.490.000 CLP,44.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2015-suzuki-swift-1-6-vvt-sport/CP-AD-7979037/?Cr=987
927,2020,Hyundai I20 1.2 Sel,$12.290.000 CLP,30.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2020-hyundai-i20-1-2-sel/CP-AD-7958029/?Cr=988
928,2021,Chery Tiggo 2 1.5 CVT GLS,$11.490.000 CLP,20.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2021-chery-tiggo-2-1-5-cvt-gls/CP-AD-7959023/?Cr=989
929,2013,Hyundai I10 1.1 F/L GLS,$5.490.000 CLP,80.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2013-hyundai-i10-1-1-f-l-gls/CP-AD-7969947/?Cr=990
930,2016,Changan Cs15,$8.950.000 CLP,56.340 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2016-changan-cs15/CL-AD-12668241/?Cr=991
931,2018,Toyota Yaris Sport 1.5 GLS,$10.990.000 CLP,91.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2018-toyota-yaris-sport-1-5-gls/CP-AD-7968738/?Cr=992
932,2017,Kia Morning 1.2 EX DH DAB AC,$8.490.000 CLP,87.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2017-kia-morning-1-2-ex-dh-dab-ac/CP-AD-7976193/?Cr=993
933,2014,Land Rover Range Rover Evoque 2.0 SI4 Dynamic Auto 4WD,$25.990.000 CLP,135.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2014-land-rover-range-rover-evoque-2-0-si4-dynamic-auto-4wd/CL-AD-12680707/?Cr=995
934,2014,Honda Pilot 3.5 Auto EX-L 4WD,$16.900.000 CLP,141.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2014-honda-pilot-3-5-auto-ex-l-4wd/CL-AD-12734564/?Cr=996
935,2019,Chevrolet Silverado 5.3 Auto LTZ Z71 DC 4WD,$44.490.000 CLP,22.400 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2019-chevrolet-silverado-5-3-auto-ltz-z71-dc-4wd/CP-AD-7942135/?Cr=997
936,2017,Chevrolet Camaro 6.2 SS Six Auto,$34.900.000 CLP,25.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2017-chevrolet-camaro-6-2-ss-six-auto/CL-AD-12290616/?Cr=998
937,2016,Toyota Hilux 2.4,$16.990.000 CLP,44.000 km,Manual,Diesel,https://www.chileautos.cl/vehiculos/detalles/2016-toyota-hilux-2-4/CP-AD-7947549/?Cr=999
938,2013,Honda Civic 1.8 EXL Auto,$11.200.000 CLP,132.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2013-honda-civic-1-8-exl-auto/CL-AD-12589814/?Cr=1001
939,2019,Mercedes-Benz Glc 250 2.1 GLC 250D Auto 4Matic,$47.000.000 CLP,25.000 km,Automática,Diesel,https://www.chileautos.cl/vehiculos/detalles/2019-mercedes-benz-glc-250-2-1-glc-250d-auto-4matic/CP-AD-7974638/?Cr=1002
940,2021,Chery Tiggo 2 1.5 GL,$10.990.000 CLP,7.400 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2021-chery-tiggo-2-1-5-gl/CP-AD-7967578/?Cr=1003
941,2014,Mercedes-Benz A 45 Amg,$33.500.000 CLP,29.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2014-mercedes-benz-a-45-amg/CL-AD-11846350/?Cr=1004
942,2021,Mazda 3 SEDAN 2.0,$19.790.000 CLP,4.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2021-mazda-3-sedan-2-0/CP-AD-7900275/?Cr=1005
943,2017,Chery Arrizo3 1.5 GLX,$7.090.000 CLP,85.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2017-chery-arrizo3-1-5-glx/CP-AD-7972967/?Cr=1006
